Column1,Column2
Zanieczyszczenie,Katowice ul. Kossutha 6 - pył zawieszony PM2.5
2017-05-24," 	15.6	"
2017-05-25," 	13.3	"
2017-05-26," 	16.4	"
2017-05-27," 	12.3	"
2017-05-28," 	15.1	"
2017-05-29," 	16.7	"
2017-05-30," 	19.9	"
2017-05-31," 	13.4	"
2017-06-01," 	14.2	"
2017-06-02," 	14.0	"
2017-06-03," 	17.5	"
2017-06-04," 	15.0	"
2017-06-05," 	13.8	"
2017-06-06," 	17.3	"
2017-06-07," 	17.5	"
2017-06-08," 	13.7	"
2017-06-09," 	14.8	"
2017-06-10," 	11.1	"
2017-06-11," 	15.1	"
2017-06-12," 	18.2	"
2017-06-13," 	14.8	"
2017-06-14," 	13.5	"
2017-06-15," 	14.4	"
2017-06-16," 	13.8	"
2017-06-17," 	10.9	"
2017-06-18," 	13.9	"
2017-06-19," 	18.2	"
2017-06-20," 	17.3	"
2017-06-21," 	12.6	"
2017-06-22," 	13.7	"
2017-06-23," 	11.4	"
2017-06-24," 	15.1	"
2017-06-25," 	14.6	"
2017-06-26," 	16.8	"
2017-06-27," 	12.0	"
2017-06-28," 	21.3	"
2017-06-29," 	11.0	"
2017-06-30," 	9.5	"
2017-07-01," 	10.8	"
2017-07-02," 	10.2	"
2017-07-03," 	9.3	"
2017-07-04," 	12.0	"
2017-07-05," 	13.3	"
2017-07-06," 	14.4	"
2017-07-07," 	15.3	"
2017-07-08," 	15.2	"
2017-07-09," 	16.5	"
2017-07-10," 	16.7	"
2017-07-11," 	13.0	"
2017-07-12," 	13.2	"
2017-07-13," 	12.3	"
2017-07-14," 	15.0	"
2017-07-15," 	12.0	"
2017-07-16," 	10.9	"
2017-07-17," 	15.0	"
2017-07-18," 	16.1	"
2017-07-19," 	19.7	"
2017-07-20," 	24.8	"
2017-07-21," 	11.7	"
2017-07-22," 	13.2	"
2017-07-23," 	11.3	"
2017-07-24," 	13.8	"
2017-07-25," 	11.7	"
2017-07-26," 	9.7	"
2017-07-27," 	4.1	"
2017-07-28," 	9.5	"
2017-07-29," 	12.0	"
2017-07-30," 	14.2	"
2017-07-31," 	17.3	"
2017-08-01," 	23.8	"
2017-08-02," 	26.5	"
2017-08-03," 	23.0	"
2017-08-04," 	18.2	"
2017-08-05," 	14.4	"
2017-08-06," 	9.7	"
2017-08-07," 	8.6	"
2017-08-08," 	11.7	"
2017-08-09," 	15.8	"
2017-08-10," 	19.5	"
2017-08-11," 	16.8	"
