Column1,Column2
Zanieczyszczenie,Gorz�w Wlkp. ul. Pi�sudskiego - py� zawieszony PM2.5
2016-08-21," 	8.3	"
2016-08-22," 	9.7	"
2016-08-23," 	7.9	"
2016-08-24," 	9.6	"
2016-08-25," 	12.7	"
2016-08-26," 	17.2	"
2016-08-27," 	19.7	"
2016-08-28," 	20.8	"
2016-08-29," 	10.5	"
2016-08-30," 	6.7	"
2016-08-31," 	11.8	"
2016-09-01," 	17.8	"
2016-09-02," 	11.2	"
2016-09-03," 	12.7	"
2016-09-04," 	8.7	"
2016-09-05," 	5.4	"
2016-09-06," 	6.0	"
2016-09-07," 	12.7	"
2016-09-08," 	21.0	"
2016-09-09," 	23.9	"
2016-09-10," 	9.4	"
2016-09-11," 	18.3	"
2016-09-12," 	27.8	"
2016-09-13," 	30.7	"
2016-09-14," 	14.3	"
2016-09-15," 	15.6	"
2016-09-16," 	23.1	"
2016-09-17," 	23.0	"
2016-09-18," 	10.5	"
2016-09-19," 	10.3	"
2016-09-20," 	9.8	"
2016-09-21," 	10.5	"
2016-09-22," 	12.6	"
2016-09-23," 	18.5	"
2016-09-24," 	11.2	"
2016-09-25," 	12.5	"
2016-09-26," 	15.4	"
2016-09-27," 	18.8	"
2016-09-28," 	20.1	"
2016-09-29," 	15.3	"
2016-09-30," 	8.5	"
2016-10-01," 	15.0	"
2016-10-02," 	11.4	"
2016-10-03," 	10.1	"
2016-10-04," 	3.4	"
2016-10-05," 	6.0	"
2016-10-06," 	4.5	"
2016-10-07," 	8.9	"
2016-10-08," 	6.9	"
2016-10-09," 	8.0	"
2016-10-10," 	10.2	"
2016-10-11," 	9.6	"
2016-10-12," 	10.4	"
2016-10-13," 	15.0	"
2016-10-14," 	25.1	"
2016-10-15," 	23.5	"
2016-10-16," 	27.3	"
2016-10-17," 	24.7	"
2016-10-18," 	34.0	"
2016-10-19," 	18.7	"
2016-10-20," 	27.9	"
2016-10-21," 	32.5	"
2016-10-22," 	26.0	"
2016-10-23," 	25.6	"
2016-10-24," 	35.4	"
2016-10-25," 	33.6	"
2016-10-26," 	18.7	"
2016-10-27," 	29.7	"
2016-10-28," 	20.4	"
2016-10-29," 	15.6	"
2016-10-30," 	17.3	"
2016-10-31," 	14.2	"
2016-11-01," 	11.4	"
2016-11-02," 	4.6	"
2016-11-03," 	13.2	"
2016-11-04," 	21.7	"
2016-11-05," 	30.5	"
2016-11-06," 	27.0	"
2016-11-07," 	12.7	"
2016-11-08," 	20.7	"
2016-11-09," 	16.6	"
2016-11-10," 	49.5	"
2016-11-11," 	40.9	"
2016-11-12," 	44.8	"
2016-11-13," 	60.6	"
2016-11-14," 	57.2	"
2016-11-15," 	24.0	"
2016-11-16," 	11.1	"
2016-11-17," 	9.4	"
2016-11-18," 	6.9	"
2016-11-19," 	11.9	"
2016-11-20," 	11.9	"
2016-11-21," 	24.3	"
2016-11-22," 	30.3	"
2016-11-23," 	40.0	"
2016-11-24," 	30.3	"
2016-11-25," 	18.0	"
2016-11-26," 	18.1	"
2016-11-27," 	9.6	"
2016-11-28," 	11.9	"
2016-11-29," 	13.2	"
2016-11-30," 	20.7	"
2016-12-01," 	6.7	"
2016-12-02," 	6.7	"
2016-12-03," 	20.3	"
2016-12-04," 	34.5	"
2016-12-05," 	32.6	"
2016-12-06," 	26.6	"
2016-12-07," 	22.4	"
2016-12-08," 	16.3	"
2016-12-09," 	21.9	"
2016-12-10," 	26.2	"
2016-12-11," 	11.7	"
2016-12-12," 	19.3	"
