Column1,Column2
Zanieczyszczenie,Szczecin_Andrzejewskiego - py³ zawieszony PM2.5
2015-10-08," 	14.5	"
2015-10-09," 	16.4	"
2015-10-10," 	20.6	"
2015-10-11," 	16.7	"
2015-10-12," 	15.4	"
2015-10-13," 	16.6	"
2015-10-14," 	32.3	"
2015-10-15," 	38.5	"
2015-10-16," 	30.2	"
2015-10-17," 	19.9	"
2015-10-18," 	16.4	"
2015-10-19," 	28.0	"
2015-10-20," 	15.7	"
2015-10-21," 	8.6	"
2015-10-22," 	15.0	"
2015-10-23," 	8.8	"
2015-10-24," 	14.0	"
2015-10-25," 	16.6	"
2015-10-26," 	18.2	"
2015-10-27," 	31.6	"
2015-10-28," 	34.5	"
2015-10-29," 	38.9	"
2015-10-30," 	61.3	"
2015-10-31," 	70.3	"
2015-11-01," 	47.7	"
2015-11-02," 	40.7	"
2015-11-03," 	44.6	"
2015-11-04," 	39.4	"
2015-11-05," 	44.5	"
2015-11-06," 	62.3	"
2015-11-07," 	13.0	"
2015-11-08," 	6.6	"
2015-11-09," 	7.6	"
2015-11-10," 	3.9	"
2015-11-11," 	5.1	"
2015-11-12," 	8.4	"
2015-11-13," 	13.0	"
2015-11-14," 	4.9	"
2015-11-15," 	7.1	"
2015-11-16," 	11.8	"
2015-11-17," 	3.7	"
2015-11-18," 	3.9	"
2015-11-19," 	5.1	"
2015-11-20," 	5.1	"
2015-11-21," 	9.3	"
2015-11-22," 	7.8	"
2015-11-23," 	12.5	"
2015-11-24," 	13.7	"
2015-11-25," 	18.1	"
2015-11-26," 	13.7	"
2015-11-27," 	11.8	"
2015-11-28," 	13.4	"
2015-11-29," 	5.1	"
2015-11-30," 	4.7	"
2015-12-01," 	6.1	"
2015-12-02," 	7.9	"
2015-12-03," 	9.1	"
2015-12-04," 	10.5	"
2015-12-05," 	6.2	"
2015-12-06," 	6.1	"
2015-12-07," 	17.7	"
2015-12-08," 	28.9	"
2015-12-09," 	14.0	"
2015-12-10," 	9.6	"
2015-12-11," 	9.1	"
2015-12-12," 	6.2	"
2015-12-13," 	4.4	"
2015-12-14," 	11.5	"
2015-12-15," 	40.1	"
2015-12-16," 	45.3	"
2015-12-17," 	14.2	"
2015-12-18," 	11.5	"
2015-12-19," 	11.8	"
2015-12-20," 	13.9	"
2015-12-21," 	10.0	"
2015-12-22," 	5.6	"
2015-12-23," 	5.4	"
2015-12-24," 	9.5	"
2015-12-25," 	6.2	"
2015-12-26," 	5.6	"
2015-12-27," 	8.1	"
2015-12-28," 	5.6	"
2015-12-29," 	11.8	"
2015-12-30," 	20.6	"
2015-12-31," 	34.8	"
2016-01-01," 	59.7	"
2016-01-02," 	35.0	"
2016-01-03," 	27.2	"
2016-01-04," 	44.4	"
2016-01-05," 	62.2	"
2016-01-06," 	92.1	"
2016-01-07," 	79.4	"
2016-01-08," 	43.8	"
2016-01-09," 	25.9	"
2016-01-10," 	48.2	"
2016-01-11," 	33.0	"
2016-01-12," 	32.1	"
2016-01-13," 	10.0	"
2016-01-14," 	17.4	"
2016-01-15," 	30.6	"
2016-01-16," 	24.0	"
2016-01-17," 	44.6	"
2016-01-18," 	12.2	"
2016-01-19," 	19.9	"
2016-01-20," 	17.4	"
2016-01-21," 	13.9	"
2016-01-22," 	31.6	"
2016-01-23," 	41.7	"
2016-01-24," 	18.6	"
2016-01-25," 	10.6	"
2016-01-26," 	13.5	"
2016-01-27," 	6.1	"
2016-01-28," 	4.9	"
2016-01-29," 	7.1	"
2016-01-30," 	2.9	"
2016-01-31," 	5.1	"
2016-02-01," 	7.4	"
2016-02-02," 	5.2	"
2016-02-03," 	5.2	"
2016-02-04," 	5.1	"
2016-02-05," 	9.3	"
2016-02-06," 	14.4	"
2016-02-07," 	12.3	"
2016-02-08," 	4.6	"
2016-02-09," 	4.4	"
2016-02-10," 	6.8	"
2016-02-11," 	6.6	"
2016-02-12," 	19.3	"
2016-02-13," 	42.1	"
2016-02-14," 	36.3	"
2016-02-15," 	23.0	"
2016-02-16," 	27.0	"
