Column1,Column2
Zanieczyszczenie,Rzeszów-Nowe Miasto - py³ zawieszony PM2.5
2016-06-11," 	13.1	"
2016-06-12," 	11.9	"
2016-06-13," 	13.4	"
2016-06-14," 	9.3	"
2016-06-15," 	10.9	"
2016-06-16," 	6.4	"
2016-06-17," 	12.7	"
2016-06-18," 	7.5	"
2016-06-19," 	9.9	"
2016-06-20," 	11.1	"
2016-06-21," 	17.2	"
2016-06-22," 	22.4	"
2016-06-23," 	26.5	"
2016-06-24," 	28.7	"
2016-06-25," 	27.9	"
2016-06-26," 	21.4	"
2016-06-27," 	14.0	"
2016-06-28," 	10.9	"
2016-06-29," 	12.9	"
2016-06-30," 	12.5	"
2016-07-01," 	9.6	"
2016-07-02," 	18.6	"
2016-07-03," 	12.6	"
2016-07-04," 	12.0	"
2016-07-05,
2016-07-06,
2016-07-07,
2016-07-08," 	13.2	"
2016-07-09," 	7.6	"
2016-07-10," 	8.5	"
2016-07-11,
2016-07-12," 	13.6	"
2016-07-13," 	11.4	"
2016-07-14," 	7.0	"
2016-07-15," 	6.9	"
2016-07-16," 	6.3	"
2016-07-17," 	7.4	"
2016-07-18," 	10.0	"
2016-07-19," 	7.6	"
2016-07-20," 	8.6	"
2016-07-21," 	9.8	"
2016-07-22," 	12.8	"
2016-07-23," 	15.7	"
2016-07-24," 	16.2	"
2016-07-25," 	14.7	"
2016-07-26," 	22.0	"
2016-07-27," 	16.8	"
2016-07-28," 	13.0	"
2016-07-29," 	9.8	"
2016-07-30," 	12.0	"
2016-07-31," 	9.6	"
2016-08-01," 	9.9	"
2016-08-02," 	10.9	"
2016-08-03," 	16.1	"
2016-08-04," 	11.0	"
2016-08-05," 	13.6	"
2016-08-06," 	10.1	"
2016-08-07," 	7.8	"
2016-08-08," 	12.4	"
2016-08-09," 	12.7	"
2016-08-10," 	8.2	"
2016-08-11," 	9.2	"
2016-08-12," 	11.1	"
2016-08-13," 	13.4	"
2016-08-14," 	10.8	"
2016-08-15," 	7.8	"
2016-08-16," 	11.7	"
2016-08-17," 	13.6	"
2016-08-18," 	11.2	"
2016-08-19," 	13.8	"
2016-08-20," 	17.4	"
2016-08-21," 	12.6	"
2016-08-22," 	9.3	"
2016-08-23," 	13.6	"
2016-08-24," 	13.0	"
2016-08-25," 	12.7	"
2016-08-26," 	15.6	"
2016-08-27," 	18.0	"
2016-08-28," 	12.3	"
2016-08-29," 	15.7	"
2016-08-30," 	11.5	"
2016-08-31," 	13.9	"
2016-09-01," 	18.8	"
2016-09-02," 	20.9	"
2016-09-03," 	26.5	"
2016-09-04," 	17.6	"
2016-09-05," 	7.6	"
2016-09-06," 	10.5	"
2016-09-07," 	18.2	"
2016-09-08," 	21.6	"
